TeamName,TeamID,Round1,Round2,Sweet16,Elite8,Final4,Final,Champ
Abilene Chr,1101,1.0,0.20854216120177352,0.05175955052257019,0.008573954635664,0.001323001330834651,0.0001205987723929473,1.4103527283000557e-05
Alabama,1104,1.0,0.9568087037277428,0.5886749982194649,0.37932212231555806,0.19291292689500117,0.06665531928923664,0.028434130193793334
Appalachian St,1111,0.466058869297191,0.00395727701666546,0.00029211579480650573,1.3678692011539724e-05,4.216234618596508e-07,1.3799997947362624e-08,3.170298860340636e-10
Arkansas,1116,1.0,0.7875233396174001,0.4348621037329944,0.19457148564957177,0.07155892762088782,0.0240825405038638,0.007041476805319661
BYU,1140,1.0,0.655655958641951,0.3661535267604551,0.15946488729961011,0.06263353500529638,0.015845136487349264,0.005130083233628144
Baylor,1124,1.0,0.9791984906524596,0.6940862390302766,0.4913695188533002,0.33910814827830443,0.18846109727332602,0.0940906025200259
Clemson,1155,1.0,0.4246235837167066,0.0806399457406955,0.030390111569860132,0.007038310644702568,0.001828850675385463,0.0003380275041497718
Cleveland St,1156,1.0,0.03235524740968815,0.004092069395013718,0.00038735511438117736,2.0099813968263734e-05,1.1519112985415135e-06,4.4640235388637285e-08
Colgate,1159,1.0,0.21247666038259994,0.05139977229950411,0.009404947808989147,0.0013179911544202699,0.00016104661737488646,1.6544766877018335e-05
Colorado,1160,1.0,0.7032282030095565,0.3733756669501552,0.1426189315467632,0.0698082828509646,0.01875009844291721,0.0064253934537128405
Connecticut,1163,1.0,0.5800985305127616,0.25816928266452666,0.14678361076231408,0.062247538041645754,0.017016363566737375,0.005928777687753544
Creighton,1166,1.0,0.7386048256123425,0.3719058165510628,0.08014832164438071,0.030746149608377984,0.013048768667318229,0.004344765391380922
Drake,1179,0.5774981079113626,0.15705643882031473,0.05643742060623902,0.012075723660519998,0.0017297341824481472,0.0004362431804668451,8.168031438857147e-05
Drexel,1180,1.0,0.02696204392417948,0.0020391761672393254,0.00022643304223243766,1.3990399356692906e-05,8.24767310155818e-07,3.325962969042308e-08
E Washington,1186,1.0,0.1405716631622377,0.023945466990628442,0.0024118096637685176,0.0001553469076255097,1.7953070019092455e-05,1.4797113466983823e-06
Florida,1196,1.0,0.5546977628542441,0.16494669640001833,0.07070208315729612,0.01967987807068028,0.004809709671755685,0.0010155257266834742
Florida St,1199,1.0,0.8357734029698066,0.4869693072667802,0.1912372509168358,0.09670412045622392,0.026892680550339918,0.00949296749067803
Georgetown,1207,1.0,0.29677179699044354,0.10325241597278122,0.020875601211722706,0.005908577308832832,0.0008070124375541588,0.0001429931268083138
Georgia Tech,1210,1.0,0.3327327991511373,0.065682065893004,0.031007080399166845,0.009840969503595628,0.003124813379774937,0.000722600695093113
Gonzaga,1211,1.0,0.9905181338013838,0.8881438772737523,0.7359978106961226,0.5386891732769903,0.41718637339294595,0.28905705776471335
Grand Canyon,1213,1.0,0.06137528123281445,0.013547489713991029,0.002186372822289947,0.000152650868206329,1.850283768560576e-05,1.5830273162630005e-06
Hartford,1216,1.0,0.020801509347540437,0.0009773184638591685,5.169029969258496e-05,2.5297916630322112e-06,7.400225336719858e-08,1.8582512529105695e-09
Houston,1222,1.0,0.9676447525903118,0.7731022224216298,0.5666239079260066,0.3129833958122656,0.1896370149540931,0.0938553833694704
Illinois,1228,1.0,0.9730379560758206,0.7098322525415682,0.5591701388430113,0.3695536900230663,0.2419345366223197,0.13181740422882648
Iona,1233,1.0,0.04319129627225715,0.002967199374011156,0.00023924971300984095,1.1661622084502106e-05,3.2105930804730184e-07,1.1524773687304703e-08
Iowa,1234,1.0,0.9386247187671856,0.7523176606361841,0.5377613036545007,0.24277260312454138,0.1565404497388701,0.0875511954487662
Kansas,1242,1.0,0.8594283368377623,0.4434361771180891,0.16505934827093133,0.04311289176940461,0.01809928678801566,0.0060931757739091305
LSU,1261,1.0,0.4469361449636937,0.12420168434033707,0.05989112518570441,0.025898435902828313,0.0062726621852596184,0.0018890215092690636
Liberty,1251,1.0,0.20970514195619008,0.04607611301316099,0.004259253124282716,0.0005626008845288391,6.942313877321293e-05,6.221828904583918e-06
Loyola-Chicago,1260,1.0,0.6672672008488627,0.2224465053981885,0.13850349906657522,0.06520892921770216,0.03000540580294753,0.010890237585328087
Maryland,1268,1.0,0.4199014694872384,0.15018851974199732,0.0713234747078972,0.024652543975812152,0.00554162357120702,0.0015527704281728325
Michigan,1276,1.0,0.9809608690085477,0.6901427200649554,0.48498377073296023,0.32120707177776303,0.1392767315448413,0.07224280080905296
Michigan St,1277,0.4268244791062814,0.13428826751090275,0.04923440895019702,0.012950124549956917,0.003146435788957681,0.0004588768614130309,8.414244092930275e-05
Missouri,1281,1.0,0.4390403498038584,0.044674772260354996,0.015017725127931257,0.0037714358143062705,0.0010339123067996568,0.00021109805184251192
Morehead St,1287,1.0,0.11314490105652708,0.01447719723566776,0.001103432703975512,8.067129964229149e-05,6.159573607815142e-06,3.448592228132664e-07
Mt St Mary's,1291,0.515818351143743,0.010410647203451761,0.00046211269764687905,2.270694460200841e-05,8.910961465347343e-07,1.6064556477522778e-08,3.6384175246669074e-10
Norfolk St,1313,0.533941130702809,0.005524589181950759,0.0004616487332805143,2.408096043838855e-05,8.536048350485883e-07,3.241336693500589e-08,8.523366424236869e-10
North Carolina,1314,1.0,0.4072304743603519,0.10912527478028927,0.048441836666043875,0.02077943631172,0.006633646438794415,0.00184656724925166
North Texas,1317,1.0,0.20616405417632927,0.053866229951084366,0.007856374517445449,0.0017362802524043442,0.0002624479255628112,3.3868993964118343e-05
Ohio,1325,1.0,0.18761996624720026,0.05479527001593069,0.005090261827680523,0.0008867620557120996,0.00016825077245165749,2.3180753378506788e-05
Ohio St,1326,1.0,0.946724780359012,0.7081709510540024,0.4647193862000979,0.22903597032725234,0.10613494914922623,0.043696390256809665
Oklahoma,1328,1.0,0.5609596501961416,0.06642758593780561,0.02507371912567941,0.007134336646306773,0.0022158471698619604,0.0005247968750114971
Oklahoma St,1329,1.0,0.79029485804381,0.37744949936790056,0.0985638670287436,0.03305726303494362,0.010907668785289888,0.0027223744509919994
Oral Roberts,1331,1.0,0.053275219640988025,0.007242817764056123,0.0007110024944626316,3.80725464282682e-05,1.885015391627657e-06,7.79822362751961e-08
Oregon,1332,1.0,0.537746159532805,0.1343906990415537,0.05559823523616901,0.011072464142339025,0.0037350755929633833,0.0009701282072377616
Oregon St,1333,1.0,0.19996165476983427,0.06701776771418072,0.007745686989688112,0.0012248772654006213,0.00018657136875297093,2.063044855206174e-05
Purdue,1345,1.0,0.7938359458236708,0.4229912076473098,0.15650457947724497,0.07917975508226754,0.029837573798362063,0.0098525536400137
Rutgers,1353,1.0,0.5753764162832934,0.14216576244266088,0.06165860727934858,0.018014671005007345,0.005700469830916597,0.0013494895920706104
San Diego St,1361,1.0,0.6346643688896495,0.3536552908169073,0.13280963734418005,0.04912180672082404,0.019672341932346748,0.006030750335594935
St Bonaventure,1382,1.0,0.5530638550363063,0.18483277286713395,0.09580409151808662,0.04514037208375995,0.012139174165418412,0.00409751392386156
Syracuse,1393,1.0,0.3653356311103505,0.1518877590292382,0.03878202525359487,0.009686366099087738,0.0026170481932183505,0.0005236891474447904
TX Southern,1411,0.48418164885625703,0.00862848378800053,0.0003607100299266775,1.5733496545633126e-05,5.609227824512129e-07,9.023317379923868e-09,1.8818405431920444e-10
Tennessee,1397,1.0,0.8000383452301657,0.5094566199047578,0.1605240415062999,0.06470865556156243,0.025494163093413534,0.007684565617646911
Texas,1400,1.0,0.7914578387982265,0.4402951243779036,0.19273115119460468,0.07936170068629556,0.020932769851558012,0.006955758017827909
Texas Tech,1403,1.0,0.6166616015948627,0.3463458198868071,0.15832833211015807,0.05874559576112262,0.020354790319440676,0.006093540851310748
UC Santa Barbara,1364,1.0,0.26139517438765747,0.07138100398752352,0.007534755263687611,0.001470105204667363,0.0003101448611673956,4.89030638836823e-05
UCLA,1417,0.5731755208937186,0.21005577384714624,0.09255738938887416,0.028611424821385144,0.008270043361953435,0.0014516791385434412,0.00032683816562082297
UNC Greensboro,1422,1.0,0.16422659703019338,0.036402609810283315,0.0045507884467792924,0.0007723008928170307,6.232152899249154e-05,6.517052478829346e-06
USC,1425,1.0,0.7476498505910888,0.4467271213008826,0.18204373750591643,0.05242482852565193,0.024593525117532985,0.00925535135844814
Utah St,1429,1.0,0.3833383984051373,0.16739230408069444,0.05633509965061698,0.014683166212666725,0.003560613524271856,0.0007359016296512039
VCU,1433,1.0,0.462253840467195,0.09974415060827119,0.037603716839927595,0.006418539573874833,0.0019019410600927503,0.00042819553824240353
Villanova,1437,1.0,0.8317810924362392,0.48488027851747134,0.18398361409734357,0.09615381350027744,0.03755356052071633,0.012795771628056122
Virginia,1438,1.0,0.8123800337527998,0.501917909445483,0.13109964666206797,0.05885154953866332,0.02834765449383046,0.01103690600453366
Virginia Tech,1439,1.0,0.4453022371457559,0.1196395347819231,0.045227662928807366,0.010744229132579003,0.002325520330604683,0.00042903719270965553
West Virginia,1452,1.0,0.8868550989434729,0.4799797529181868,0.16824492280865302,0.05888370271434597,0.02232953057032825,0.006400687740546073
Wichita St,1455,0.4225018920886374,0.09529371058859641,0.02945381398416075,0.00525975234597638,0.0006101535325870949,0.00012263019567042662,1.8383453823741092e-05
Winthrop,1457,1.0,0.1682189075637608,0.03826228388413441,0.004200583228519174,0.0007663020530125732,9.124508039847576e-05,9.021366684300952e-06
Wisconsin,1458,1.0,0.5927695256396481,0.195811167725575,0.10759180286041012,0.056469903904313286,0.022213325228880327,0.007608927183187798
